Author|Title|Publishing Date|author_wikidata_id|date_birth|date_death|author_description|origin|birth_place|gender|author_image|occupation
James Redpath|The Roving Editor: or, Talks with Slaves in the Southern States.|1859|http://www.wikidata.org/entity/Q6141908|24/8/1833|10/2/1891|American journalist and abolitionist|-|Berwick-upon-Tweed|male|http://commons.wikimedia.org/wiki/Special:FilePath/JamesRedpath.png|journalist
Laura E. Richards; Maud Howe; Florence Howe Hall|Julia Ward Howe, 1819-1910, in two volumes, with portraits and other illustrations: volume 1|1916|http://www.wikidata.org/entity/Q6498881|27/2/1850|14/1/1943|American writer|United States of America|Boston|female|http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Laura%20E.%20Richards.jpg|writer, poet, children's writer, biographer
Oran M. Roberts|Confederate Military History, a library of Confederate States Military History: Volume 11.1, Texas|1899|http://www.wikidata.org/entity/Q645036|9/7/1815|19/5/1898|American politician|United States of America|South Carolina|male|http://commons.wikimedia.org/wiki/Special:FilePath/Oran%20roberts.jpg|lawyer, politician, judge, university teacher
Oran M. Roberts|Confederate Military History, a library of Confederate States Military History: Volume 12.1, Alabama|1899|http://www.wikidata.org/entity/Q645036|9/7/1815|19/5/1898|American politician|United States of America|South Carolina|male|http://commons.wikimedia.org/wiki/Special:FilePath/Oran%20roberts.jpg|lawyer, politician, judge, university teacher
Alfred Roman|The military operations of General Beauregard in the war between the states, 1861 to 1865|1883|-|-|-|-|-|-|-|-|-
Alfred Roman|The military operations of General Beauregard in the war between the states, 1861 to 1865_PART_2|1883|-|-|-|-|-|-|-|-|-
Charles C. Jones, Jr.|A Roster of General Officers , Heads of Departments, Senators, Representatives , Military Organizations, &c., &c., in Confederate Service during the War between the States.|1876|http://www.wikidata.org/entity/Q5076369|28/10/1831|19/7/1893|American politician, lawyer, soldier and historian|United States of America|-|male|http://commons.wikimedia.org/wiki/Special:FilePath/PSM%20V43%20D612%20Charles%20Colcock%20Jones%20Jr.jpg|historian, politician
Edward H. Savage|Boston events: a brief mention and the date of more than 5,000 events that transpired in Boston from 1630 to 1880, covering a period of 250 years, together with other occurrences of interest, arranged in alphabetical order|1884|-|-|-|-|-|-|-|-|-
Emil Schalk|The Art of War written expressly for and dedicated to the U.S. Volunteer Army.|1862|-|-|-|-|-|-|-|-|-
John Schofield|Forty-six years in the Army|1897|http://www.wikidata.org/entity/Q996047|29/9/1831|4/3/1906|United States Army Medal of Honor recipient and Union Army general|United States of America|-|male|https://commons.wikimedia.org/wiki/File:SchofieldOfficialPortrait.jpg|military officer
William Schouler|A history of Massachusetts in the Civil War: Volume 1|1868|http://www.wikidata.org/entity/Q8018185|31/12/1814|24/10/1872|American politician|United States of America|Kilbarchan|male|http://commons.wikimedia.org/wiki/Special:FilePath/William%20Schouler.jpg|politician, journalist
William Schouler|A history of Massachusetts in the Civil War: Volume 2|1871|http://www.wikidata.org/entity/Q8018185|31/12/1814|24/10/1872|American politician|United States of America|Kilbarchan|male|http://commons.wikimedia.org/wiki/Special:FilePath/William%20Schouler.jpg|politician, journalist
Raphael Semmes|Memoirs of Service Afloat During the War Between the States|1868|http://www.wikidata.org/entity/Q1225106|27/9/1809|30/8/1877|Confederate Army general|United States of America|Charles County|male|http://commons.wikimedia.org/wiki/Special:FilePath/Raphael%20Semmes.jpg|lawyer, judge, military officer
Philip Henry Sheridan|Personal Memoirs of P. H. Sheridan, General, United States Army .|1888|http://www.wikidata.org/entity/Q355452|6/3/1831|5/8/1888|United States Army general|United States of America|Albany|male|http://commons.wikimedia.org/wiki/Special:FilePath/Philip%20Sheridan.jpg|politician, military officer
William Tecumseh Sherman|Memoirs of General William T. Sherman .|1875|http://www.wikidata.org/entity/Q188936|8/2/1820|14/2/1891|American General, businessman, educator, and author|United States of America|Lancaster|male|http://commons.wikimedia.org/wiki/Special:FilePath/William%20tecumseh%20sherman.jpg|lawyer, banker, military officer
William A. Smith|Lectures on the Philosophy and Practice of Slavery as exhibited in the Institution of Domestic Slavery in the United States: withe Duties of Masters to Slaves.|1857|http://www.wikidata.org/entity/Q20710835|-|-|-|-|-|male|-|judge
-|The Soldiers' Monument in Cambridge: Proceedings in relation to the building and dedication of the monument erected in the years, 1869-1870.|1870|-|-|-|-|-|-|-|-|-
James Russell Soley|Confederate Military History, a library of Confederate States Military History: Volume 7.1, The blockade and the cruisers|1899|http://www.wikidata.org/entity/Q15462121|1/10/1850|11/9/1911|American naval historian|-|-|male|http://commons.wikimedia.org/wiki/Special:FilePath/James%20R.%20Soley.jpg|military historian
Reverend J. William Jones|Southern Historical Society Papers, Volume 1.|1876|http://www.wikidata.org/entity/Q18331069|25/9/1836|17/3/1909|American preacher|United States of America|-|male|https://commons.wikimedia.org/wiki/File:John%20William%20Jones%20DD.jpg|military chaplain, author
Reverend J. William Jones|Southern Historical Society Papers, Volume 10.|1882|http://www.wikidata.org/entity/Q18331069|25/9/1836|17/3/1909|American preacher|United States of America|-|male|https://commons.wikimedia.org/wiki/File:John%20William%20Jones%20DD.jpg|military chaplain, author
Reverend J. William Jones|Southern Historical Society Papers, Volume 11.|1883|http://www.wikidata.org/entity/Q18331069|25/9/1836|17/3/1909|American preacher|United States of America|-|male|https://commons.wikimedia.org/wiki/File:John%20William%20Jones%20DD.jpg|military chaplain, author
Reverend J. William Jones|Southern Historical Society Papers, Volume 12.|1884|http://www.wikidata.org/entity/Q18331069|25/9/1836|17/3/1909|American preacher|United States of America|-|male|https://commons.wikimedia.org/wiki/File:John%20William%20Jones%20DD.jpg|military chaplain, author
Reverend J. William Jones|Southern Historical Society Papers, Volume 13.|1885|http://www.wikidata.org/entity/Q18331069|25/9/1836|17/3/1909|American preacher|United States of America|-|male|https://commons.wikimedia.org/wiki/File:John%20William%20Jones%20DD.jpg|military chaplain, author
Reverend J. William Jones|Southern Historical Society Papers, Volume 14.|1886|http://www.wikidata.org/entity/Q18331069|25/9/1836|17/3/1909|American preacher|United States of America|-|male|https://commons.wikimedia.org/wiki/File:John%20William%20Jones%20DD.jpg|military chaplain, author
Reverend J. William Jones|Southern Historical Society Papers, Volume 15.|1887|http://www.wikidata.org/entity/Q18331069|25/9/1836|17/3/1909|American preacher|United States of America|-|male|https://commons.wikimedia.org/wiki/File:John%20William%20Jones%20DD.jpg|military chaplain, author
Reverend J. William Jones|Southern Historical Society Papers, Volume 16.|1888|http://www.wikidata.org/entity/Q18331069|25/9/1836|17/3/1909|American preacher|United States of America|-|male|https://commons.wikimedia.org/wiki/File:John%20William%20Jones%20DD.jpg|military chaplain, author
Reverend J. William Jones|Southern Historical Society Papers, Volume 17.|1889|http://www.wikidata.org/entity/Q18331069|25/9/1836|17/3/1909|American preacher|United States of America|-|male|https://commons.wikimedia.org/wiki/File:John%20William%20Jones%20DD.jpg|military chaplain, author
Reverend J. William Jones|Southern Historical Society Papers, Volume 18.|1890|http://www.wikidata.org/entity/Q18331069|25/9/1836|17/3/1909|American preacher|United States of America|-|male|https://commons.wikimedia.org/wiki/File:John%20William%20Jones%20DD.jpg|military chaplain, author
Reverend J. William Jones|Southern Historical Society Papers, Volume 19.|1891|http://www.wikidata.org/entity/Q18331069|25/9/1836|17/3/1909|American preacher|United States of America|-|male|https://commons.wikimedia.org/wiki/File:John%20William%20Jones%20DD.jpg|military chaplain, author
Reverend J. William Jones|Southern Historical Society Papers, Volume 2.|1876|http://www.wikidata.org/entity/Q18331069|25/9/1836|17/3/1909|American preacher|United States of America|-|male|https://commons.wikimedia.org/wiki/File:John%20William%20Jones%20DD.jpg|military chaplain, author
Reverend J. William Jones|Southern Historical Society Papers, Volume 20.|1892|http://www.wikidata.org/entity/Q18331069|25/9/1836|17/3/1909|American preacher|United States of America|-|male|https://commons.wikimedia.org/wiki/File:John%20William%20Jones%20DD.jpg|military chaplain, author
Reverend J. William Jones|Southern Historical Society Papers, Volume 21.|1893|http://www.wikidata.org/entity/Q18331069|25/9/1836|17/3/1909|American preacher|United States of America|-|male|https://commons.wikimedia.org/wiki/File:John%20William%20Jones%20DD.jpg|military chaplain, author
Reverend J. William Jones|Southern Historical Society Papers, Volume 22.|1894|http://www.wikidata.org/entity/Q18331069|25/9/1836|17/3/1909|American preacher|United States of America|-|male|https://commons.wikimedia.org/wiki/File:John%20William%20Jones%20DD.jpg|military chaplain, author
Reverend J. William Jones|Southern Historical Society Papers, Volume 23.|1895|http://www.wikidata.org/entity/Q18331069|25/9/1836|17/3/1909|American preacher|United States of America|-|male|https://commons.wikimedia.org/wiki/File:John%20William%20Jones%20DD.jpg|military chaplain, author
Reverend J. William Jones|Southern Historical Society Papers, Volume 24.|1896|http://www.wikidata.org/entity/Q18331069|25/9/1836|17/3/1909|American preacher|United States of America|-|male|https://commons.wikimedia.org/wiki/File:John%20William%20Jones%20DD.jpg|military chaplain, author
Reverend J. William Jones|Southern Historical Society Papers, Volume 25.|1897|http://www.wikidata.org/entity/Q18331069|25/9/1836|17/3/1909|American preacher|United States of America|-|male|https://commons.wikimedia.org/wiki/File:John%20William%20Jones%20DD.jpg|military chaplain, author
Reverend J. William Jones|Southern Historical Society Papers, Volume 26.|1898|http://www.wikidata.org/entity/Q18331069|25/9/1836|17/3/1909|American preacher|United States of America|-|male|https://commons.wikimedia.org/wiki/File:John%20William%20Jones%20DD.jpg|military chaplain, author
Reverend J. William Jones|Southern Historical Society Papers, Volume 27.|1899|http://www.wikidata.org/entity/Q18331069|25/9/1836|17/3/1909|American preacher|United States of America|-|male|https://commons.wikimedia.org/wiki/File:John%20William%20Jones%20DD.jpg|military chaplain, author
Reverend J. William Jones|Southern Historical Society Papers, Volume 28.|1900|http://www.wikidata.org/entity/Q18331069|25/9/1836|17/3/1909|American preacher|United States of America|-|male|https://commons.wikimedia.org/wiki/File:John%20William%20Jones%20DD.jpg|military chaplain, author
Reverend J. William Jones|Southern Historical Society Papers, Volume 29.|1901|http://www.wikidata.org/entity/Q18331069|25/9/1836|17/3/1909|American preacher|United States of America|-|male|https://commons.wikimedia.org/wiki/File:John%20William%20Jones%20DD.jpg|military chaplain, author
Reverend J. William Jones|Southern Historical Society Papers, Volume 31.|1903|http://www.wikidata.org/entity/Q18331069|25/9/1836|17/3/1909|American preacher|United States of America|-|male|https://commons.wikimedia.org/wiki/File:John%20William%20Jones%20DD.jpg|military chaplain, author
Reverend J. William Jones|Southern Historical Society Papers, Volume 33.|1905|http://www.wikidata.org/entity/Q18331069|25/9/1836|17/3/1909|American preacher|United States of America|-|male|https://commons.wikimedia.org/wiki/File:John%20William%20Jones%20DD.jpg|military chaplain, author
Reverend J. William Jones|Southern Historical Society Papers, Volume 34.|1906|http://www.wikidata.org/entity/Q18331069|25/9/1836|17/3/1909|American preacher|United States of America|-|male|https://commons.wikimedia.org/wiki/File:John%20William%20Jones%20DD.jpg|military chaplain, author
Reverend J. William Jones|Southern Historical Society Papers, Volume 36.|1908|http://www.wikidata.org/entity/Q18331069|25/9/1836|17/3/1909|American preacher|United States of America|-|male|https://commons.wikimedia.org/wiki/File:John%20William%20Jones%20DD.jpg|military chaplain, author
Reverend J. William Jones|Southern Historical Society Papers, Volume 37.|1909|http://www.wikidata.org/entity/Q18331069|25/9/1836|17/3/1909|American preacher|United States of America|-|male|https://commons.wikimedia.org/wiki/File:John%20William%20Jones%20DD.jpg|military chaplain, author
Reverend J. William Jones|Southern Historical Society Papers, Volume 4.|1877|http://www.wikidata.org/entity/Q18331069|25/9/1836|17/3/1909|American preacher|United States of America|-|male|https://commons.wikimedia.org/wiki/File:John%20William%20Jones%20DD.jpg|military chaplain, author
Reverend J. William Jones|Southern Historical Society Papers, Volume 5.|1878|http://www.wikidata.org/entity/Q18331069|25/9/1836|17/3/1909|American preacher|United States of America|-|male|https://commons.wikimedia.org/wiki/File:John%20William%20Jones%20DD.jpg|military chaplain, author
Reverend J. William Jones|Southern Historical Society Papers, Volume 6.|1878|http://www.wikidata.org/entity/Q18331069|25/9/1836|17/3/1909|American preacher|United States of America|-|male|https://commons.wikimedia.org/wiki/File:John%20William%20Jones%20DD.jpg|military chaplain, author
Reverend J. William Jones|Southern Historical Society Papers, Volume 7.|1878|http://www.wikidata.org/entity/Q18331069|25/9/1836|17/3/1909|American preacher|United States of America|-|male|https://commons.wikimedia.org/wiki/File:John%20William%20Jones%20DD.jpg|military chaplain, author
Reverend J. William Jones|Southern Historical Society Papers, Volume 8.|1880|http://www.wikidata.org/entity/Q18331069|25/9/1836|17/3/1909|American preacher|United States of America|-|male|https://commons.wikimedia.org/wiki/File:John%20William%20Jones%20DD.jpg|military chaplain, author
Reverend J. William Jones|Southern Historical Society Papers, Volume 9.|1881|http://www.wikidata.org/entity/Q18331069|25/9/1836|17/3/1909|American preacher|United States of America|-|male|https://commons.wikimedia.org/wiki/File:John%20William%20Jones%20DD.jpg|military chaplain, author
Henry Morton Stanley; Dorothy Stanley|The Autobiography of Sir Henry Morton Stanley|1909|http://www.wikidata.org/entity/Q171421|28/1/1841|10/5/1904|Welsh journalist and explorer|Wales|Denbigh|male|http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20M%20Stanley%201872.jpg|politician, writer, journalist, explorer, politician, writer, journalist, explorer
Charles E. Stowe|Harriet Beecher Stowe compiled from her letters and journals by her son Charles Edward Stowe|1889|-|-|-|-|-|-|-|-|-
William Swinton|Campaigns of the Army of the Potomac|1866|http://www.wikidata.org/entity/Q47494414|1/1/1833|1/1/1892|1833-1892|-|-|male|-|journalist
George Ticknor|Life, letters and journals of George Ticknor|1876|http://www.wikidata.org/entity/Q5545233|14/4/1822|25/12/1866|American journalist|United States of America|-|male|-|journalist
George Ticknor|Life, letters and journals of George Ticknor_PART_2|1876|http://www.wikidata.org/entity/Q5545233|14/4/1822|25/12/1866|American journalist|United States of America|-|male|-|journalist
Rev. W. Turner, Jun.|Lives of the eminent Unitarians|1840|-|-|-|-|-|-|-|-|-
Waitt, Ernest Linden|History of the Nineteenth regiment, Massachusetts volunteer infantry , 1861-1865|1906|-|-|-|-|-|-|-|-|-
Caroline E. Whitcomb|History of the Second Massachusetts Battery of Light Artillery (Nims' Battery): 1861-1865, compiled from records of the Rebellion, official reports, diaries and rosters|1912|-|-|-|-|-|-|-|-|-
Col. Robert White|Confederate Military History, a library of Confederate States Military History: Volume 2.2, West Virginia|1899|http://www.wikidata.org/entity/Q16026314|28/5/1876|15/8/1935|American lawyer and politician from West Virginia|United States of America|-|male|-|lawyer, politician
John Harrison Wilson|The life of Charles Henry Dana|1907|-|-|-|-|-|-|-|-|-
Owen Wister|Ulysses S. Grant|1901|http://www.wikidata.org/entity/Q1281119|14/7/1860|21/7/1938|American writer|United States of America|Germantown|male|http://commons.wikimedia.org/wiki/Special:FilePath/Owen%20Wister.jpg|writer, novelist
John Greenleaf Whittier|The writings of John Greenleaf Whittier, Volume 1.|1888|http://www.wikidata.org/entity/Q458372|17/12/1807|7/9/1892|American Quaker poet and advocate of the abolition of slavery|United States of America|Haverhill|male|http://commons.wikimedia.org/wiki/Special:FilePath/John%20Greenleaf%20Whittier%20November%2025%201885.jpg|writer, poet, journalist
John Greenleaf Whittier|The writings of John Greenleaf Whittier, Volume 2.|1888|http://www.wikidata.org/entity/Q458372|17/12/1807|7/9/1892|American Quaker poet and advocate of the abolition of slavery|United States of America|Haverhill|male|http://commons.wikimedia.org/wiki/Special:FilePath/John%20Greenleaf%20Whittier%20November%2025%201885.jpg|writer, poet, journalist
John Greenleaf Whittier|The writings of John Greenleaf Whittier, Volume 4.|1888|http://www.wikidata.org/entity/Q458372|17/12/1807|7/9/1892|American Quaker poet and advocate of the abolition of slavery|United States of America|Haverhill|male|http://commons.wikimedia.org/wiki/Special:FilePath/John%20Greenleaf%20Whittier%20November%2025%201885.jpg|writer, poet, journalist
John Greenleaf Whittier|The writings of John Greenleaf Whittier, Volume 5.|1888|http://www.wikidata.org/entity/Q458372|17/12/1807|7/9/1892|American Quaker poet and advocate of the abolition of slavery|United States of America|Haverhill|male|http://commons.wikimedia.org/wiki/Special:FilePath/John%20Greenleaf%20Whittier%20November%2025%201885.jpg|writer, poet, journalist
John Greenleaf Whittier|The writings of John Greenleaf Whittier, Volume 6.|1888|http://www.wikidata.org/entity/Q458372|17/12/1807|7/9/1892|American Quaker poet and advocate of the abolition of slavery|United States of America|Haverhill|male|http://commons.wikimedia.org/wiki/Special:FilePath/John%20Greenleaf%20Whittier%20November%2025%201885.jpg|writer, poet, journalist
John Greenleaf Whittier|The writings of John Greenleaf Whittier, Volume 7.|1888|http://www.wikidata.org/entity/Q458372|17/12/1807|7/9/1892|American Quaker poet and advocate of the abolition of slavery|United States of America|Haverhill|male|http://commons.wikimedia.org/wiki/Special:FilePath/John%20Greenleaf%20Whittier%20November%2025%201885.jpg|writer, poet, journalist
